CO_IES,CO_CURSO,NO_CURSO,CO_CINE_ROTULO,TP_MODALIDADE_ENSINO,IN_AJUDA_DEFICIENTE,IN_QTD_RECURSOS,QT_MATRICULA_TOTAL,QT_CONCLUINTE_TOTAL
163,1279419,GEOGRAFIA,0312G01,Presencial,1,3.0,14,5
163,1279484,LETRAS - INGLÊS,0115L04,Presencial,1,4.0,86,11
163,1285042,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,1,3.0,83,0
163,1286429,LETRAS - ESPANHOL,0115L02,A distância,1,7.0,451,60
163,1300285,ENGENHARIA CIVIL,0732E01,Presencial,1,5.0,161,0
163,1300338,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,1,5.0,106,0
163,1317768,ENGENHARIA CIVIL,0732E01,Presencial,1,5.0,144,7
163,1317794,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,1,5.0,29,0
163,1321349,ENFERMAGEM,0913E01,Presencial,1,5.0,76,2
163,1322441,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,5.0,260,14
163,1330641,TRANSPORTE TERRESTRE,1041T02,Presencial,0,0.0,0,0
163,1353346,NUTRIÇÃO,0915N01,Presencial,1,5.0,238,0
163,1353356,BIOMEDICINA,0914B01,Presencial,1,5.0,188,0
163,1355582,PEDAGOGIA,0113P01,Presencial,1,6.0,53,0
163,1360115,EDUCAÇÃO FÍSICA,0915E01,A distância,1,7.0,2071,0
163,1363843,MEDIAÇÃO,1032S03,A distância,1,7.0,202,26
163,1363845,INVESTIGAÇÃO FORENSE E PERÍCIA CRIMINAL,1032I01,A distância,1,7.0,2503,255
163,1363948,ENGENHARIA DE COMPUTAÇÃO,0714E04,Presencial,1,12.0,136,0
163,1363956,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,7.0,11,0
163,1363957,PEDAGOGIA,0113P01,Presencial,1,4.0,77,0
163,1363958,MATEMÁTICA,0114M01,Presencial,1,4.0,0,0
163,1363959,HISTÓRIA,0114H01,Presencial,1,4.0,0,0
163,1364006,SERVIÇO SOCIAL,0923S01,Presencial,1,4.0,56,0
163,1364161,ENGENHARIA DE PETRÓLEO,0724E02,A distância,1,7.0,1,0
163,1364162,ENGENHARIA AMBIENTAL E SANITÁRIA,0712E02,A distância,1,7.0,47,0
163,1364163,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,0714E05,A distância,1,7.0,24,0
163,1364164,ENGENHARIA ELÉTRICA,0713E05,A distância,1,7.0,1355,0
163,1366236,ODONTOLOGIA,0911O01,Presencial,1,5.0,111,0
163,1366330,NUTRIÇÃO,0915N01,Presencial,1,12.0,327,0
163,1366347,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,4.0,78,0
163,1367365,PEDAGOGIA,0113P01,Presencial,1,4.0,60,0
163,1377613,NUTRIÇÃO,0915N01,Presencial,1,4.0,247,0
163,1377615,NUTRIÇÃO,0915N01,Presencial,1,7.0,390,0
163,1379672,FOTOGRAFIA,0211F01,Presencial,1,7.0,17,12
163,1379813,LOGÍSTICA,0413L01,Presencial,1,4.0,92,24
163,1379814,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,1,4.0,132,29
163,1379816,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,4.0,173,0
163,1379944,NUTRIÇÃO,0915N01,Presencial,1,4.0,180,0
163,1380792,ENGENHARIA CIVIL,0732E01,Presencial,0,0.0,0,0
163,1380925,BIOMEDICINA,0914B01,Presencial,1,4.0,253,0
163,1385862,PSICOLOGIA,0313P01,Presencial,1,6.0,192,0
163,1386174,ENFERMAGEM,0913E01,Presencial,1,6.0,159,0
163,1386488,DIREITO,0421D01,Presencial,1,12.0,118,0
163,1386580,ENGENHARIA CIVIL,0732E01,Presencial,1,4.0,16,0
163,1386581,NUTRIÇÃO,0915N01,Presencial,1,6.0,111,0
163,1386587,NUTRIÇÃO,0915N01,Presencial,0,0.0,93,0
163,1386784,NUTRIÇÃO,0915N01,Presencial,1,3.0,229,0
163,1388410,PSICOLOGIA,0313P01,Presencial,1,10.0,137,0
163,1395936,DIREITO,0421D01,Presencial,1,5.0,177,0
163,1399345,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,4.0,187,0
163,1399482,MEDICINA,0912M01,Presencial,1,5.0,102,0
163,1404125,FISIOTERAPIA,0915F01,Presencial,1,4.0,155,0
163,1404134,BIOMEDICINA,0914B01,Presencial,1,4.0,165,0
163,1404140,CIÊNCIAS BIOLÓGICAS,0511B01,Presencial,1,4.0,47,0
163,1404142,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,6.0,69,0
163,1404145,TEOLOGIA,0221T01,A distância,1,7.0,610,0
163,1404146,GEOGRAFIA,0114G01,A distância,1,7.0,506,0
163,1404147,FILOSOFIA,0114F01,A distância,1,7.0,267,0
163,1404148,SOCIOLOGIA,0114C03,A distância,1,7.0,108,0
163,1405126,PSICOLOGIA,0313P01,Presencial,1,5.0,111,0
163,1405472,PSICOLOGIA,0313P01,Presencial,1,7.0,150,0
163,1419823,NUTRIÇÃO,0915N01,Presencial,1,7.0,113,0
163,1419829,NUTRIÇÃO,0915N01,Presencial,1,6.0,164,0
163,1419833,EDUCAÇÃO FÍSICA,0915E01,Presencial,0,0.0,87,0
163,1419874,BIOMEDICINA,0914B01,Presencial,1,7.0,144,0
163,1419879,BIOMEDICINA,0914B01,Presencial,1,7.0,57,0
163,1420235,NUTRIÇÃO,0915N01,Presencial,1,5.0,88,0
163,1422397,DESIGN DE INTERIORES,0212D03,Presencial,1,12.0,33,0
163,1425407,FISIOTERAPIA,0915F01,A distância,1,7.0,297,0
163,1425409,NUTRIÇÃO,0915N01,A distância,1,7.0,1528,0
163,1428359,LETRAS - LÍNGUA PORTUGUESA,0115L13,Presencial,1,5.0,37,9
163,1428414,GESTÃO FINANCEIRA,0412G01,Presencial,0,0.0,1,0
163,1441845,PSICOLOGIA,0313P01,Presencial,1,1.0,37,0
163,1442999,COZINHA CONTEMPORÂNEA,1013G01,A distância,1,7.0,123,12
163,1443961,GEOGRAFIA,0312G01,A distância,1,7.0,162,1
163,1443967,GESTÃO DA QUALIDADE,0413G02,A distância,1,7.0,591,2
163,1443997,HISTÓRIA,0222H01,A distância,1,7.0,426,24
163,1443998,CIÊNCIAS DA COMPUTAÇÃO,0614C01,A distância,1,7.0,613,0
163,1444005,GESTÃO DA PRODUÇÃO INDUSTRIAL,0413G01,A distância,1,7.0,252,0
163,1444018,CIÊNCIAS ECONÔMICAS,0311E01,A distância,1,7.0,467,0
163,1453286,BIOMEDICINA,0914B01,A distância,1,7.0,1460,0
163,1453292,RADIOLOGIA,0914R01,A distância,1,7.0,702,0
163,1453295,ESTÉTICA E COSMÉTICA,1012E01,A distância,1,7.0,890,0
163,1453296,FARMÁCIA,0916F01,A distância,1,7.0,1418,0
163,1453298,CIÊNCIAS BIOLÓGICAS,0511B01,A distância,1,7.0,413,0
163,1453299,CIÊNCIAS BIOLÓGICAS,0114B01,A distância,1,7.0,191,0
163,1453302,EDUCAÇÃO FÍSICA,0114E03,A distância,1,7.0,136,0
163,1457089,ARQUITETURA E URBANISMO,0731A02,Presencial,1,12.0,61,0
163,1457093,BIOMEDICINA,0914B01,Presencial,1,4.0,48,0
163,1458142,NUTRIÇÃO,0915N01,Presencial,1,4.0,95,0
163,1465868,ARQUITETURA E URBANISMO,0731A02,Presencial,1,10.0,48,0
163,1465869,GASTRONOMIA,1013G01,Presencial,1,5.0,33,0
163,1466475,ARQUITETURA E URBANISMO,0731A02,Presencial,1,3.0,28,0
163,1466490,BIOMEDICINA,0914B01,Presencial,1,3.0,50,0
163,1466491,BIOMEDICINA,0914B01,Presencial,1,5.0,35,0
163,1466492,NUTRIÇÃO,0915N01,Presencial,1,5.0,41,0
163,1466496,BIOMEDICINA,0914B01,Presencial,1,10.0,62,0
163,1466510,NUTRIÇÃO,0915N01,Presencial,1,10.0,83,0
163,1466514,BIOMEDICINA,0914B01,Presencial,1,12.0,40,0
163,1466515,ARQUITETURA E URBANISMO,0731A02,Presencial,1,5.0,54,0
163,1466516,ENGENHARIA MECÂNICA,0715E02,Presencial,1,3.0,51,0
163,1466519,NUTRIÇÃO,0915N01,Presencial,1,12.0,37,0
163,1466523,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,7.0,74,0
163,1466544,NUTRIÇÃO,0915N01,Presencial,1,7.0,46,0
163,1466591,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,12.0,39,0
163,1466825,FISIOTERAPIA,0915F01,Presencial,1,5.0,72,0
163,1466888,FARMÁCIA,0916F01,Presencial,1,5.0,120,0
163,1473701,NUTRIÇÃO,0915N01,Presencial,1,5.0,91,0
163,1473803,FISIOTERAPIA,0915F01,Presencial,1,12.0,27,0
163,1474508,FARMÁCIA,0916F01,Presencial,1,10.0,70,0
163,1483432,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,1,4.0,25,0
163,1483492,LOGÍSTICA,0413L01,Presencial,1,4.0,35,0
163,1483493,EDUCAÇÃO FÍSICA,0114E03,Presencial,1,4.0,15,0
163,1483748,BIOMEDICINA,0914B01,Presencial,1,5.0,41,0
163,1483786,CIÊNCIAS DA COMPUTAÇÃO,0614C01,Presencial,1,6.0,71,0
163,1483789,CIÊNCIAS DA COMPUTAÇÃO,0614C01,Presencial,0,0.0,80,0
163,1483791,ENGENHARIA ELÉTRICA,0713E05,Presencial,1,5.0,40,0
163,1483792,FISIOTERAPIA,0915F01,Presencial,1,7.0,50,0
163,1483801,BIOMEDICINA,0914B01,Presencial,1,5.0,48,0
163,1483809,FARMÁCIA,0916F01,Presencial,1,4.0,71,0
163,1483949,ENGENHARIA MECÂNICA,0715E02,Presencial,1,5.0,77,0
163,1485748,BANCO DE DADOS,0612B01,A distância,1,7.0,117,0
163,1485749,JOGOS DIGITAIS,0613J01,A distância,1,7.0,155,0
163,1485750,SISTEMAS PARA INTERNET,0615S03,A distância,1,7.0,92,0
163,1485753,JORNALISMO,0321J01,A distância,1,7.0,474,0
163,1485755,TURISMO,0114E06,A distância,1,7.0,36,0
163,1485756,QUÍMICA,0114Q01,A distância,1,7.0,103,0
163,1485757,ARTES VISUAIS,0114A02,A distância,1,7.0,229,0
163,1485758,FÍSICA,0114F02,A distância,1,7.0,80,0
163,1485772,DEFESA CIBERNÉTICA,0612D01,A distância,1,7.0,167,0
163,1485778,TEATRO,0114T01,A distância,1,7.0,54,0
163,1485792,LETRAS - LÍNGUA PORTUGUESA,0231L12,A distância,1,7.0,145,6
163,1485794,PUBLICIDADE E PROPAGANDA,0414P01,A distância,1,7.0,465,0
163,1485795,CIÊNCIAS HUMANAS,0388P01,A distância,1,7.0,40,0
163,1485797,MATEMÁTICA,0541M01,A distância,1,7.0,197,5
163,1485806,GESTÃO DE SEGURANÇA PRIVADA,1032S02,A distância,1,7.0,1053,0
163,1485839,PROCESSOS ESCOLARES,0111P01,A distância,1,7.0,70,0
163,1485958,NUTRIÇÃO,0915N01,Presencial,1,8.0,58,0
163,1485962,BIOMEDICINA,0914B01,Presencial,1,8.0,67,0
163,1485965,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,8.0,60,0
163,1486625,GERONTOLOGIA - BEM-ESTAR E EDUCAÇÃO,0921G01,A distância,1,7.0,113,0
163,1486627,CIÊNCIAS DA NATUREZA,0588P01,A distância,1,7.0,32,0
163,1486628,LETRAS - LIBRAS - LÍNGUA PORTUGUESA,0115L18,A distância,1,7.0,362,0
163,1486646,CIÊNCIAS EXATAS,0588P01,A distância,1,6.0,36,0
163,1486650,BIOMEDICINA,0914B01,Presencial,1,7.0,19,0
163,1486656,CIÊNCIA DA COMPUTAÇÃO,0614C01,Presencial,1,3.0,39,0
163,1486658,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,10.0,5,0
163,1486659,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,6.0,15,0
163,1486663,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,1,12.0,24,0
163,1486703,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,3.0,11,0
163,1486711,FARMÁCIA,0916F01,Presencial,1,7.0,26,0
163,1486721,FISIOTERAPIA,0915F01,Presencial,1,3.0,12,0
163,1486722,FISIOTERAPIA,0915F01,Presencial,1,8.0,18,0
163,1486985,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,4.0,2,0
163,5001183,MEDICINA,0912M01,Presencial,1,3.0,715,39
165,5066,ENGENHARIA CIVIL,0732E01,Presencial,1,9.0,818,189
165,5068,ENGENHARIA ELÉTRICA,0713E05,Presencial,1,9.0,604,117
165,5071,PEDAGOGIA,0113P01,Presencial,1,9.0,202,35
165,5072,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,1,9.0,88,23
165,5073,SERVIÇO SOCIAL,0923S01,Presencial,1,9.0,69,13
165,5074,TURISMO,1015T01,Presencial,1,9.0,216,39
165,5075,FONOAUDIOLOGIA,0915F02,Presencial,1,9.0,506,81
165,5077,HISTÓRIA,0114H01,Presencial,1,9.0,268,44
165,5079,CIÊNCIA DA COMPUTAÇÃO,0614C01,Presencial,1,9.0,544,49
165,5080,DIREITO,0421D01,Presencial,1,9.0,1737,220
165,5081,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,9.0,532,77
165,5084,ADMINISTRAÇÃO,0413A01,Presencial,1,9.0,723,106
165,5085,MODA,0212M01,Presencial,1,9.0,347,44
165,18595,ODONTOLOGIA,0911O01,Presencial,1,9.0,509,78
165,18596,PSICOLOGIA,0313P01,Presencial,1,9.0,1314,162
165,18597,FISIOTERAPIA,0915F01,Presencial,1,9.0,385,47
165,22218,LETRAS - LÍNGUA PORTUGUESA,0115L13,Presencial,1,9.0,148,24
165,22219,JORNALISMO,0321J01,Presencial,1,9.0,410,86
165,26228,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,1,9.0,740,112
165,31087,LETRAS - PORTUGUÊS E INGLÊS,0115L15,Presencial,1,9.0,269,43
165,44863,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,1,9.0,776,139
165,45268,DIREITO,0421D01,Presencial,1,9.0,634,66
165,49031,DIREITO,0421D01,Presencial,1,9.0,689,106
165,49033,PEDAGOGIA,0113P01,Presencial,1,9.0,61,18
165,51564,NUTRIÇÃO,0915N01,Presencial,1,9.0,664,113
165,61361,CIÊNCIAS BIOLÓGICAS,0511B01,Presencial,1,9.0,253,41
165,61603,ENFERMAGEM,0913E01,Presencial,1,9.0,657,74
165,61792,MODA,0212M01,Presencial,1,9.0,124,18
165,61884,ADMINISTRAÇÃO,0413A01,Presencial,1,9.0,128,35
165,63400,DESIGN DE INTERIORES,0212D03,Presencial,1,9.0,72,27
165,65188,FISIOTERAPIA,0915F01,Presencial,1,9.0,354,73
165,65190,ENFERMAGEM,0913E01,Presencial,1,9.0,507,99
165,72142,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,9.0,52,32
165,74719,SERVIÇO SOCIAL,0923S01,Presencial,1,9.0,45,17
165,88533,PROCESSOS GERENCIAIS,0413G05,Presencial,1,9.0,54,15
165,88535,MARKETING,0414M01,Presencial,1,9.0,131,20
165,92759,DESIGN GRÁFICO,0211D01,Presencial,1,9.0,91,14
165,102169,COMUNICAÇÃO SOCIAL - JORNALISMO,0321J01,Presencial,1,9.0,103,21
165,102170,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,1,9.0,250,28
165,114168,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,1,9.0,146,46
165,114191,ENGENHARIA AMBIENTAL,0712E01,Presencial,1,9.0,161,27
165,119528,PSICOLOGIA,0313P01,Presencial,1,9.0,617,107
165,123432,ENGENHARIA DE COMPUTAÇÃO,0714E04,Presencial,1,9.0,358,33
165,123434,ENGENHARIA DE PETRÓLEO,0724E02,Presencial,1,9.0,82,20
165,123440,ENGENHARIA AMBIENTAL,0712E01,Presencial,1,9.0,50,22
165,123444,DESIGN GRÁFICO,0211D01,Presencial,1,9.0,269,37
165,123600,DESIGN DE INTERIORES,0212D03,Presencial,1,9.0,105,28
165,123629,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,1,9.0,388,72
165,123793,EDUCAÇÃO FÍSICA,0114E03,Presencial,1,9.0,169,43
165,1130320,PROCESSOS GERENCIAIS,0413G05,A distância,1,9.0,168,47
165,1179376,ENGENHARIA CIVIL,0732E01,Presencial,1,9.0,350,74
165,1179489,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,9.0,130,24
165,1188379,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,1,9.0,102,18
165,1204380,ENGENHARIA CIVIL,0732E01,Presencial,1,9.0,323,74
165,1204381,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,9.0,180,23
165,1258875,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,1,9.0,131,15
165,1283192,ADMINISTRAÇÃO,0413A01,Presencial,1,9.0,206,20
165,1283220,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,1,9.0,155,8
165,1283291,RELAÇÕES INTERNACIONAIS,0312R01,Presencial,1,9.0,390,43
165,1312998,ADMINISTRAÇÃO,0413A01,A distância,1,9.0,618,38
165,1312999,CIÊNCIAS CONTÁBEIS,0411C01,A distância,1,9.0,521,31
165,1313000,PEDAGOGIA,0113P01,A distância,1,9.0,397,38
165,1313001,GESTÃO AMBIENTAL,0712G01,A distância,1,9.0,103,23
165,1313002,GESTÃO DE RECURSOS HUMANOS,0413G07,A distância,1,9.0,447,58
165,1313003,GESTÃO FINANCEIRA,0412G01,A distância,1,9.0,168,21
165,1313028,LOGÍSTICA,0413L01,A distância,1,9.0,176,20
165,1313029,MARKETING,0414M01,A distância,1,9.0,362,52
165,1313030,NEGÓCIOS IMOBILIÁRIOS,0416N01,A distância,1,9.0,35,16
165,1322446,ARQUITETURA E URBANISMO,0731A02,Presencial,1,9.0,107,12
165,1322497,COMUNICAÇÃO SOCIAL - JORNALISMO,0321J01,Presencial,1,9.0,109,16
165,1349805,ARQUITETURA E URBANISMO,0731A02,Presencial,1,9.0,216,0
165,1349807,BIOMEDICINA,0914B01,Presencial,1,9.0,164,3
165,1385682,NUTRIÇÃO,0915N01,Presencial,1,9.0,102,0
165,1385684,RELAÇÕES INTERNACIONAIS,0312R01,Presencial,1,9.0,34,0
165,1385707,BIOMEDICINA,0914B01,Presencial,1,9.0,24,0
165,1385710,ENGENHARIA MECÂNICA,0715E02,Presencial,1,9.0,130,0
165,1385713,HISTÓRIA,0114H01,A distância,1,9.0,119,0
165,1385720,LETRAS,0115L13,A distância,1,9.0,79,0
165,1385721,LETRAS - PORTUGUÊS E INGLÊS,0115L15,A distância,1,9.0,195,0
165,1404536,PSICOLOGIA,0313P01,Presencial,1,9.0,175,0
165,1411720,JOGOS DIGITAIS,0613J01,Presencial,1,9.0,41,0
165,1411754,PRODUÇÃO AUDIOVISUAL,0211P01,Presencial,1,9.0,6,1
165,1431642,ENGENHARIA DE PRODUÇÃO,0725E02,A distância,1,9.0,350,0
165,1431648,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,A distância,1,9.0,192,0
165,1431653,GESTÃO COMERCIAL,0416G01,A distância,1,9.0,81,1
165,1434893,GEOGRAFIA,0114G01,Presencial,1,9.0,57,0
165,1434931,FISIOTERAPIA,0915F01,Presencial,1,9.0,21,0
165,1434934,CIÊNCIA ECONÔMICA,0311E01,A distância,1,9.0,71,0
165,1452878,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,0612G01,A distância,1,9.0,82,0
165,1452880,SISTEMAS DE INFORMAÇÃO,0615S02,A distância,1,9.0,127,0
165,1481982,DESIGN DE ANIMAÇÃO,0211A01,Presencial,1,9.0,65,0
165,1481983,EDUCAÇÃO FÍSICA,0114E03,Presencial,1,9.0,17,0
165,1482377,DESIGN DE ANIMAÇÃO,0211A01,Presencial,1,9.0,42,0
165,1484144,CINEMA E AUDIOVISUAL,0211P01,Presencial,1,9.0,57,0
165,1516887,MARKETING,0414M01,Presencial,1,9.0,16,0
166,5112,ADMINISTRAÇÃO,0413A01,Presencial,1,1.0,266,93
166,54961,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,1,1.0,91,18
166,96771,PEDAGOGIA,0113P01,Presencial,1,1.0,111,24
166,1205555,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,1,1.0,142,39
166,1304564,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,1.0,66,0
167,5117,ODONTOLOGIA,0911O01,Presencial,1,10.0,334,63
167,5118,PSICOLOGIA,0313P01,Presencial,1,10.0,792,178
167,5119,PEDAGOGIA,0113P01,Presencial,1,10.0,509,114
167,5124,MATEMÁTICA,0114M01,Presencial,1,10.0,43,11
167,5129,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,10.0,310,65
167,5130,FILOSOFIA,0114F01,Presencial,1,10.0,36,9
167,5131,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,1,10.0,32,8
167,5132,SECRETARIADO EXECUTIVO,0415S01,Presencial,1,10.0,20,17
167,5133,MEDICINA VETERINÁRIA,0841M01,Presencial,1,10.0,653,131
167,19357,EDUCAÇÃO FÍSICA,0114E03,Presencial,1,10.0,76,16
167,19359,FISIOTERAPIA,0915F01,Presencial,1,10.0,175,39
167,20050,ENGENHARIA DE COMPUTAÇÃO,0616E01,Presencial,1,10.0,146,6
167,20051,NUTRIÇÃO,0915N01,Presencial,1,10.0,0,0
167,21574,TEOLOGIA,0221T01,Presencial,1,10.0,193,44
167,22220,ADMINISTRAÇÃO,0413A01,Presencial,1,10.0,874,173
167,23231,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,1,10.0,448,108
167,28661,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0414R01,Presencial,1,10.0,163,35
167,29376,LETRAS - PORTUGUÊS E INGLÊS,0115L15,Presencial,1,10.0,0,0
167,35717,COMUNICAÇÃO SOCIAL - JORNALISMO,0321J01,Presencial,1,10.0,396,85
167,35956,"RÁDIO, TV E INTERNET",0321R01,Presencial,1,10.0,176,39
167,39767,CIÊNCIAS ECONÔMICAS,0311E01,Presencial,1,10.0,169,25
167,49831,FARMÁCIA,0916F01,Presencial,1,10.0,137,42
167,49900,COMUNICAÇÃO SOCIAL - COMUNICAÇÃO MERCADOLÓGICA,0414M01,Presencial,1,10.0,2,1
167,50945,BIOMEDICINA,0914B01,Presencial,1,10.0,189,40
167,54441,DIREITO,0421D01,Presencial,1,10.0,809,137
167,60606,LETRAS - INGLÊS,0231L05,Presencial,1,10.0,116,25
167,75760,GASTRONOMIA,1013G01,Presencial,1,10.0,111,29
167,88992,LOGÍSTICA,0413L01,Presencial,1,10.0,145,37
167,88994,MARKETING,0414M01,Presencial,1,10.0,158,39
167,88998,PROCESSOS GERENCIAIS,0413G05,Presencial,1,10.0,50,4
167,89002,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,1,10.0,193,19
167,89012,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,1,10.0,235,38
167,92345,TEOLOGIA,0221T01,A distância,1,10.0,1462,124
167,92347,MARKETING,0414M01,A distância,1,10.0,211,53
167,92351,GESTÃO DE RECURSOS HUMANOS,0413G07,A distância,1,10.0,197,100
167,92354,LETRAS - PORTUGUÊS E ESPANHOL,0115L12,A distância,1,9.0,6,5
167,92355,PEDAGOGIA,0113P01,A distância,1,10.0,1204,235
167,92356,ADMINISTRAÇÃO,0413A01,A distância,1,10.0,522,116
167,97823,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,1,10.0,163,42
167,97829,CIÊNCIAS SOCIAIS,0114C03,A distância,1,10.0,9,7
167,97833,LOGÍSTICA,0413L01,A distância,1,10.0,104,50
167,102730,PROCESSOS GERENCIAIS,0413G05,A distância,1,9.0,115,58
167,106782,FILOSOFIA,0114F01,A distância,1,10.0,0,0
167,107338,EDUCAÇÃO FÍSICA,0915E01,Presencial,1,10.0,296,36
167,115806,GESTÃO AMBIENTAL,0712G01,A distância,1,10.0,115,57
167,115814,GESTÃO FINANCEIRA,0412G01,A distância,1,10.0,92,46
167,115816,GESTÃO PÚBLICA,0413G12,A distância,1,10.0,72,40
167,115818,AUTOMAÇÃO INDUSTRIAL,0714A01,Presencial,1,10.0,45,21
167,1152400,DESIGN DE INTERIORES,0212D03,Presencial,1,10.0,0,0
167,1152404,PRODUÇÃO MULTIMÍDIA,0211P05,Presencial,1,10.0,20,19
167,1152816,ENGENHARIA AMBIENTAL E SANITÁRIA,0712E02,Presencial,1,10.0,76,19
167,1177286,GESTÃO DA QUALIDADE,0413G02,Presencial,1,10.0,37,1
167,1187399,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,A distância,1,10.0,123,24
167,1271935,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,0612G01,Presencial,1,10.0,156,30
167,1321317,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,1,10.0,159,21
167,1323047,JOGOS DIGITAIS,0613J01,A distância,1,10.0,27,9
167,1330165,SEGURANÇA PÚBLICA,1032S03,A distância,1,10.0,84,30
167,1330166,GESTÃO PORTUÁRIA,1041G01,A distância,1,10.0,31,13
167,1349906,GESTÃO COMERCIAL,0416G01,A distância,1,10.0,69,39
167,1360054,ESTÉTICA E COSMÉTICA,1012E01,Presencial,1,10.0,92,22
167,1360105,GESTÃO HOSPITALAR,0413G11,A distância,1,10.0,19,13
167,1363899,GESTÃO DE SEGUROS,0412S01,A distância,1,10.0,174,80
167,1382575,ENGENHARIA CIVIL,0732E01,Presencial,1,10.0,47,0
167,1382576,ENGENHARIA ELETRÔNICA,0714E08,Presencial,1,10.0,17,0
167,1452957,COMÉRCIO EXTERIOR,0413C01,A distância,1,10.0,36,15
167,1452958,CIÊNCIAS CONTÁBEIS,0411C01,A distância,1,10.0,301,0
167,1458545,SERVIÇO SOCIAL,0114E06,A distância,1,10.0,3,0
167,1458547,PRODUÇÃO AUDIOVISUAL,0211P01,A distância,1,10.0,122,0
170,5179,PEDAGOGIA,0113P01,Presencial,0,0.0,56,5
170,20278,ADMINISTRAÇÃO,0413A01,Presencial,0,0.0,59,17
170,62146,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,0,0.0,35,22
171,5187,DIREITO,0421D01,Presencial,1,5.0,1117,215
176,5221,FISIOTERAPIA,0915F01,Presencial,1,2.0,350,41
176,5223,EDUCAÇÃO FÍSICA,0114E03,Presencial,1,2.0,386,122
176,5226,MATEMÁTICA,0114M01,Presencial,1,2.0,91,22
176,5227,ADMINISTRAÇÃO,0413A01,Presencial,1,2.0,309,123
176,5228,SERVIÇO SOCIAL,0923S01,Presencial,1,2.0,215,61
176,5231,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,1,3.0,117,31
176,5233,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,1,2.0,162,40
176,5236,DIREITO,0421D01,Presencial,1,2.0,232,5
176,5238,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,1,2.0,161,60
176,18598,MEDICINA VETERINÁRIA,0841M01,Presencial,1,2.0,695,92
176,28064,LETRAS - LÍNGUA PORTUGUESA,0115L13,Presencial,1,2.0,100,31
176,29378,LETRAS - PORTUGUÊS E INGLÊS,0115L15,Presencial,1,2.0,134,10
176,29381,JORNALISMO,0321J01,Presencial,1,2.0,159,34
176,29882,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,1,2.0,196,47
176,66349,ENFERMAGEM,0913E01,Presencial,1,4.0,672,114
